"c1prob","c2prob","c3prob","c4prob","c5prob"
0.246571668645948,0.500065905513766,0.216080873173606,0.0356326704521525,0.00164888221452764
0.355772161539439,0.476801497569808,0.144992198356187,0.0214563421214622,0.000977800413103469
0.29338872203501,0.495586248657464,0.181405700608202,0.0283192198806478,0.00130010881867626
0.488352432552475,0.407422957384221,0.091120580665764,0.012538051801728,0.000565977595811562
0.3173584721612,0.489823493179499,0.166280668405625,0.0253760633294136,0.00116130292426264
0.119857777198733,0.430956798977454,0.364044786271581,0.0811872095522699,0.0039534279999629
0.411449595072513,0.451471206629514,0.119273445716933,0.0170331806553136,0.000772571925726551
0.241829189011447,0.499916770845928,0.220039175454276,0.0365231365894608,0.00169172809888751
0.307748166295499,0.492376245135327,0.172157903755105,0.0265033219394093,0.0012143628746597
0.280048705757869,0.497859905471169,0.190538341478522,0.0301654161439562,0.00138763114848328
0.464835146590769,0.421802607896395,0.0989810976364535,0.0137592400778772,0.000621907798505572
0.239550547462145,0.499799840476964,0.221973839636157,0.0369628559436166,0.00171291648111638
0.562096056436796,0.358276027611339,0.0698511023848295,0.00935589989646779,0.000420913670567624
0.274228770186466,0.498620099420398,0.19469813922232,0.0310245134836407,0.00142847768717447
0.268319301065981,0.49923874912579,0.19903704811989,0.0319331396793435,0.00147176200899501
0.448668296013081,0.431253239532621,0.104743873671414,0.0146708373553199,0.000663753427564862
0.115292087932901,0.424610717579381,0.371465276752344,0.084501344194812,0.00413057354056301
0.229991352922538,0.49897410738343,0.230330938637357,0.038897232183331,0.00180636887334407
0.189449104304211,0.48845278775371,0.270664005522102,0.0491268659487504,0.00230723647122755
0.243072170581717,0.499968050192821,0.218992876308069,0.0362865658375439,0.00168033707984916
0.205247410813658,0.494043893942022,0.253930428665686,0.0446896736489795,0.0020885929296538
0.144226967516244,0.458567672495616,0.327266350368655,0.0667421095829954,0.00319690003648909
0.259455686112611,0.49986166747884,0.205772510641936,0.0333697626885232,0.00154037307809018
0.133001162556877,0.447068739153501,0.343619483010873,0.0727995161102661,0.0035110991684838
0.265775804947474,0.499455754010511,0.200941396819383,0.032336060875566,0.00149098334706588
0.279871669124964,0.497885175349224,0.190663260588664,0.0301910462814655,0.00138884865568223
0.516980756288609,0.389014538431947,0.0823023376968207,0.0111976152417214,0.000504752340901971
0.508269847872221,0.394713591949165,0.0849040018413227,0.0115899058754716,0.000522652461819373
0.374120039786854,0.469202240331772,0.135915950647412,0.0198583380147234,0.000903431219238193
0.322189369599175,0.488425693951821,0.163415316382986,0.0248337957594708,0.00113582430654668
0.382621388442369,0.465417726464113,0.131921387344372,0.0191681103310917,0.000871387418053704
0.41388306962308,0.45022105456756,0.118264866500525,0.0168661494733964,0.000764859835438725
0.215629355330869,0.496637554609376,0.243663826056149,0.042106952539338,0.0019623114642674
0.102486172639025,0.404473247877755,0.393141185806188,0.095188182865159,0.00471121081187298
0.495434686863688,0.402956777468283,0.0888659572950341,0.012192405046844,0.000550173326151482
0.399377081161576,0.457510815666063,0.124408939059609,0.0178909445827823,0.000812219529968683
0.27559794166968,0.498454486998951,0.193709563804821,0.0308192940920919,0.0014187134344561
0.259629414953595,0.499853108017823,0.20563778513962,0.033340708520316,0.00153898336864633
0.108836155315064,0.414909819675759,0.382238211429881,0.0896095136172004,0.00440629996209518
0.446730985794877,0.432360241798842,0.105455427522094,0.0147843740309042,0.000668970853282658
0.35142727385491,0.478479791540672,0.147238092408681,0.0218582952561831,0.000996546939553644
0.471325100926296,0.417906335606962,0.0967522508211937,0.0134103966071084,0.000605916038440735
0.378978776066921,0.467058781907763,0.133617306928487,0.0194601934978142,0.000884941599015643
0.135625747883391,0.449932572015563,0.339707046982717,0.0713016336980137,0.00343299942031638
0.469840289894563,0.418802741980802,0.0972580518060587,0.0134893805192039,0.000609535799371952
0.370805765977177,0.470633814501674,0.137508398546053,0.0201356999071968,0.000916321067899628
0.482226173818984,0.4112370416667,0.09311175248515,0.0128450094603632,0.000580022568802741
0.423032121043079,0.445426861620594,0.114549526228155,0.0162548332961309,0.00073665781204113
0.176823870564845,0.482374535166527,0.285089167716186,0.05320245966244,0.00250996689000105
0.203163765699165,0.493424404728484,0.256058491922163,0.0452378492199426,0.00211548843024567
0.289279951899015,0.496362505742529,0.184160820275312,0.0288705147191406,0.00132620736400324
0.332890121710978,0.485071490757723,0.15726986514044,0.0236865059802347,0.00108201641062466
0.332719665816807,0.485127613711208,0.157365648430718,0.0237042255897303,0.00108284645153711
0.393830635451597,0.460191441885987,0.126844600122687,0.018302074023996,0.000831248515732019
0.255175355232121,0.500024869580904,0.209127097765759,0.0340974682984911,0.00157520912272435
0.466117721010799,0.421037124793116,0.0985368906291851,0.0136895513991498,0.000618712167750446
0.603070846376399,0.328814472543234,0.0598422534565174,0.00791679815544122,0.000355629468408947
0.288615698320833,0.496481782865156,0.184610973145851,0.0289610493775957,0.00133049629056481
0.092183260133207,0.385450711164621,0.411406732539112,0.105664514307332,0.00529478185572829
0.161513860105452,0.47279178203029,0.30396254813843,0.058933622928259,0.00279818679756816
0.410992586446883,0.451704787676937,0.119463832548182,0.0170647628923718,0.000774030435626183
0.211425241086283,0.495683773499749,0.247754944414592,0.0431240829225229,0.00201195807685228
0.458513665209019,0.42554226205284,0.101197901484357,0.0141082521084347,0.000637919145348942
0.266175094078012,0.499423689957346,0.200640950805497,0.0322723235198455,0.00148794163929944
0.521226764535762,0.386207177380216,0.0810587813526682,0.0110110328798844,0.000496243851468958
0.245076888717801,0.500032432792598,0.21731865990296,0.0359098103632658,0.00166220822337526
0.285779911859952,0.49697116565531,0.186547817601913,0.0293520747720526,0.00134903011077148
0.286715009474477,0.496813364731617,0.185906429552748,0.0292223180762661,0.00134287816489187
0.53348927571802,0.377995318451964,0.0775545280870288,0.0104884468730266,0.000472430869960738
0.356789551305127,0.476401561172303,0.144471826018232,0.0213635848652225,0.000973476639115844
0.197660605036988,0.491620352055946,0.261792130120108,0.0467376709927313,0.00218924179422619
0.571705064486981,0.351488556927017,0.067401289434882,0.0090003244521224,0.000404764698997639
0.235635586708629,0.499528240514979,0.22534877006966,0.0377371275417117,0.00175027516502102
0.271089417848119,0.498968412208064,0.196988418666193,0.0315025136832987,0.00145123759432497
0.238699943356349,0.499748495405634,0.222701594092731,0.0371290377044203,0.00172092944086555
0.51531959853427,0.390107664001415,0.0827931911995492,0.0112714270457323,0.000508119219033043
