"c1prob","c2prob","c3prob","c4prob","c5prob"
0.235758634248598,0.49953816027344,0.225241701486023,0.0377124218556902,0.0017490821362478
0.32865044535198,0.486441900512101,0.159672256381558,0.0241324808906317,0.00110291686372899
0.181784519220157,0.484946419294826,0.279303856528654,0.0515382425399392,0.00242696241642415
0.238042959775814,0.499705944383463,0.223265776909613,0.0372581613894437,0.00172715754166608
0.25746285932609,0.49994911752759,0.207325869464752,0.033705705515868,0.00155644816570033
0.225476980111623,0.498387174838109,0.234418038727436,0.0398645560629358,0.00185325025989547
0.403106827234299,0.455674355033975,0.122798465624305,0.0176206346837641,0.000799717423656032
0.20782283494745,0.494762812731617,0.251331876244796,0.0440263831553317,0.00205609292080533
0.499373358817621,0.400447306165564,0.0876334461933677,0.0120043110006259,0.000541577822821715
0.304193578952155,0.493240354135187,0.174393686005896,0.0269375447768789,0.00123483612988406
0.323713823680691,0.487969253142639,0.162523079764067,0.0246659016381723,0.0011279417744301
0.286713087304585,0.496813692726519,0.185907745226687,0.0292225839725692,0.00134289076964023
0.401614948541962,0.456412148200434,0.123440038664442,0.0177281742208503,0.000804690372312122
0.282620172579337,0.497477992482629,0.18873512349711,0.0297965929980931,0.00137011844283086
0.44901763798766,0.431053024829667,0.104616054497186,0.0146504652953743,0.000662817390112314
0.183685496902793,0.485867815987163,0.277127659811558,0.0509226884327374,0.00239633886574808
0.322170890431113,0.488431182170685,0.163426166784601,0.0248358402995236,0.0011359203140765
0.25747722717824,0.499948558104934,0.207314617584407,0.0337032657533354,0.00155633137908417
0.285743222228086,0.496977284987299,0.1865730380139,0.0293571824619061,0.00134927230880988
0.21188394170776,0.495794096291344,0.247304254361253,0.0430112618911085,0.0020064457485347
0.481339614584584,0.411785124991961,0.0934031153962099,0.0128900603662312,0.000582084661013393
0.169920496978508,0.478373639912323,0.293404110894358,0.0556682345138405,0.00263351770097031
0.362067113172136,0.474285547392492,0.141805415919794,0.0208904864555723,0.000951437060005667
0.339161192229455,0.482948344577051,0.153791893612591,0.0230465113115,0.00105205826940302
0.18205710188683,0.485080685819976,0.278990437422739,0.0514492427485747,0.00242253212187948
0.483368022935996,0.410529680881251,0.0927376955646583,0.0127872228002257,0.000577377817868596
